latitude,longitude,altitude,geometry,coordinates,avspeed,distance,duration,endtime,maxspeed,minspeed,starttime,streetnames,taxiid,tripid
,,,LineString,"-8.63045,41.1549,-8.63048,41.155,-8.63046,41.155,-8.63045,41.155,-8.63043,41.155,-8.6306,41.1548,-8.63214,41.1536,-8.63374,41.1515,-8.63648,41.1513,-8.63951,41.1514,-8.64197,41.1517,-8.64474,41.1539,-8.64624,41.1573,-8.64931,41.1621,-8.64588,41.1653,-8.64",66.63873939,11764.08949,630,10/1/2013 9:54,142.1737587,0.200933166,10/1/2013 9:44,"Avenida de Dom Mendo,Circular Regional Interna do Porto,Circular Regional Interna do Porto,Via de Cintura Interna,Via de Cintura Interna,Via de Cintura Interna,Via de Cintura Interna,Via de Cintura Interna,Avenida de Dom Mendo,Circular Regional Interna do Porto,Circular Regional Interna do Porto,Via Norte,Via Norte,Circular Regional Interna do Porto,Via Norte,Via Norte,Via Norte,Via Norte,Via Norte,Via Norte,Via Norte,Via Norte,Avenida de Dom Mendo,N13,Via Norte,Via Norte,Via Norte,N13,N13,N14,N13,Avenida de Dom Mendo,Via de Cintura Interna,Rua de Entrecampos,Rua de Entrecampos,Rua de Goncalo Sampaio,Rua de Goncalo Sampaio,Rua de Agramonte,Rua de Goncalo Sampaio,Rua de Goncalo Sampaio,Rua de Goncalo Sampaio,Rua de Goncalo Sampaio,Rua de Entrecampos",20000021,419085
,,,LineString,"-8.63444,41.1801,-8.63417,41.1796,-8.63467,41.1781,-8.63497,41.1763,-8.6349,41.1757,-8.63422,41.1745,-8.63331,41.1731,-8.6328,41.1718,-8.63223,41.1702,-8.63273,41.1696,-8.63509,41.17,-8.63562,41.1703,-8.6356,41.1703,-8.63561,41.1703,-8.63562,41.1703,-8.63",23.24592361,1521.408338,225,10/1/2013 9:08,48.59641805,0.200886261,10/1/2013 9:04,"Rua Joao dos Santos Ferreira,Estrada da Circunvalacao,Estrada da Circunvalacao,Travessa Prelada,Rua Joao dos Santos Ferreira,Avenida de Xangai,Avenida de Xangai,Avenida de Xangai,Avenida de Xangai,Avenida de Xangai,Travessa Prelada,Avenida de Xangai,Rua Joao dos Santos Ferreira,Rua Joao dos Santos Ferreira,Rua Joao dos Santos Ferreira,Rua Joao dos Santos Ferreira",20000467,419086
,,,LineString,"-8.62239,41.1472,-8.62231,41.1473,-8.62215,41.1474,-8.62209,41.1475,-8.62209,41.1476,-8.62216,41.1477,-8.62264,41.1478,-8.62357,41.1481,-8.62466,41.1485,-8.6257,41.1487,-8.62577,41.1488,-8.62649,41.1489,-8.62789,41.1506,-8.62887,41.1512,-8.62915,41.1511,-",29.25461789,5481.617603,660,10/1/2013 9:33,60.39398754,2.668676104,10/1/2013 9:22,"Rua de Dom Manuel II,Rua do Passeio Alegre,Rua de Dom Manuel II,Hospital de Santo Antonio,Hospital de Santo Antonio,Hospital de Santo Antonio,Hospital de Santo Antonio,Rua de Dom Manuel II,Rua da Boa Viagem,Rua do Ouro,Rua de Dom Pedro V,Rua de Dom Manuel II,Rua de Dom Pedro V,Rua de Dom Manuel II,Rua de Dom Manuel II,Rua de Dom Manuel II,Rua de Dom Manuel II,Rua de Vilar,Rua de Vilar,Rua do Passeio Alegre,Rua do Passeio Alegre,Rua do Passeio Alegre,Rua de Dom Pedro V,Alameda de Basilio Teles,Rua do Ouro,Rua do Bicalho,Rua do Ouro,Rua do Ouro,Rua do Ouro,Rua do Ouro,Rua do Ouro,Rua do Ouro,Esplanada do Castelo,Rua de Sobreiras,Rua do Passeio Alegre,Rua de Sobreiras,Rua de Sobreiras,Rua do Ouro,Largo Antonio Calem,Rua do Passeio Alegre,Esplanada do Castelo,Rua da Senhora da Luz,Rua da Senhora da Luz,Rua da Senhora da Luz,Rua da Senhora da Luz",20000154,419087
,,,LineString,"-8.58924,41.1697,-8.58926,41.1697,-8.58941,41.1697,-8.59077,41.1688,-8.59209,41.168,-8.59358,41.1672,-8.5955,41.1666,-8.59731,41.1661,-8.59784,41.166,-8.5989,41.1655,-8.59895,41.1655,-8.59926,41.1654,-8.60019,41.1648,-8.60029,41.1647,-8.60065,41.1643,-8.6",19.17225802,4705.5403,870,10/1/2013 9:44,206.0548482,0,10/1/2013 9:30,"Avenida dos Aliados,Rua da Constituicao,Rua de Costa Cabral,Rua de Costa Cabral,Rua de Costa Cabral,Rua de Costa Cabral,Rua de Costa Cabral,Rua de Costa Cabral,Rua de Costa Cabral,Avenida dos Combatentes da Grande Guerra,Rua de Costa Cabral,Rua de Costa Cabral,Praca General Humberto Delgado,Praca do Marques de Pombal,Rua de Costa Cabral,Rua do Lindo Vale,Rua do Lindo Vale,Rua do Doutor Alfredo Magalhaes,Rua de Costa Cabral,Rua de Camoes,Rua de Costa Cabral,Rua da Constituicao,Rua de Costa Cabral,Rua de Sao Bras,Rua de Camoes,Rua da Constituicao,Rua da Constituicao,Rua da Constituicao,Rua de Camoes,Rua de Sao Bras,Rua de Sao Bras,Rua de Sao Bras,Rua de Camoes,Rua de Sao Bras,Rua de Sao Bras,Avenida dos Aliados,Rua de Camoes,Rua de Camoes,Rua de Camoes,Rua de Camoes,Praca da Liberdade,Rua de Camoes,Praca General Humberto Delgado,Hospital de Santo Antonio,Rua de Elisio de Melo,Avenida dos Aliados,Hospital de Santo Antonio,Rua de Dom Manuel II,Hospital de Santo Antonio,Rua de Dom Manuel II,Hospital de Santo Antonio,Hospital de Santo Antonio,Rua de Costa Cabral,Rua de Costa Cabral,Rua de Costa Cabral,Rua de Costa Cabral,Rua de Diogo Cao,Circular Regional Interna do Porto,Rua de Costa Cabral",20000464,419088
,,,LineString,"-8.61629,41.1631,-8.61624,41.1631,-8.61629,41.1631,-8.61723,41.1635,-8.61935,41.1638,-8.62081,41.1636,-8.62087,41.1629,-8.62086,41.1629,-8.62085,41.1629,-8.62101,41.1618,-8.62105,41.1612,-8.6214,41.1604,-8.62169,41.1603,-8.62093,41.1599,-8.62051,41.1594,-",14.02587827,2629.332551,660,10/1/2013 9:45,45.45462524,0,10/1/2013 9:34,"Rua do Barao de Forrester,Rua de Serpa Pinto,Rua de Serpa Pinto,Rua do Barao de Forrester,Rua de Serpa Pinto,Rua da Constituicao,Rua do Monte Cativo,Rua da Constituicao,Rua da Constituicao,Rua da Constituicao,Rua de Serpa Pinto,Rua de Serpa Pinto,Largo da Ramada Alta,Largo da Ramada Alta,Rua de Serpa Pinto,Rua de Adolfo Casais Monteiro,Rua do Barao de Forrester,Rua do Barao de Forrester,Rua do Barao de Forrester,Rua de Oliveira Monteiro,Rua de Adolfo Casais Monteiro,Rua de Oliveira Monteiro,Rua da Boavista,Rua da Boavista,Rua de Sao Martinho,Rua de Adolfo Casais Monteiro,Rua da Boavista,Rua da Boavista,Rua de Adolfo Casais Monteiro,Rua de Anibal Cunha,Avenida Liberdade,Largo da Maternidade de Julio Dinis,EM615,Rua da Maternidade,Hospital de Santo Antonio,Rua de Adolfo Casais Monteiro,Hospital de Santo Antonio,Rua de Dom Manuel II,Hospital de Santo Antonio,Rua de Adolfo Casais Monteiro,Hospital de Santo Antonio,Rua de Dom Manuel II,Hospital de Santo Antonio,Rua de Dom Manuel II,Hospital de Santo Antonio",20000015,419089
,,,LineString,"-8.61983,41.1481,-8.61993,41.148,-8.61998,41.1479,-8.62004,41.1479,-8.62006,41.1478,-8.62123,41.1475,-8.62216,41.1477,-8.62245,41.1478,-8.62245,41.1478,-8.62307,41.148,-8.62388,41.1483,-8.62434,41.1483,-8.62558,41.1493,-8.62604,41.1518,-8.62611,41.1522,-8",12.77391295,4362.356133,1230,10/1/2013 8:17,73.57726741,0,10/1/2013 7:56,"Rua de Clemente Meneres,Rua de Clemente Meneres,Rua de Clemente Meneres,Rua de Clemente Meneres,Rua de Clemente Meneres,Rua de Adolfo Casais Monteiro,Rua do Campo Alegre,Praca da Galiza,Rua de Julio Dinis,Rua do Campo Alegre,Rua de Dom Manuel II,Rua do Campo Alegre,Rua de Dom Manuel II,Rua do Campo Alegre,Rua Antonio Bessa Leite,Rua do Campo Alegre,Rua de Dom Manuel II,Rua do Campo Alegre,Rua de Dom Manuel II,Rua de Dom Manuel II,Rua do Campo Alegre,Rua da Piedade,Rua de Dom Manuel II,Rua de Julio Dinis,Rua do Campo Alegre,Rua do Campo Alegre,Rua de Julio Dinis,Via de Cintura Interna,Rua do Campo Alegre,Rua do Campo Alegre,Via Panoramica Edgar Cardoso,Rua do Campo Alegre,Rua do Campo Alegre,Rua do Campo Alegre,Rua do Campo Alegre,Rua do Campo Alegre,Rua do Campo Alegre,Rua do Campo Alegre,Rua do Campo Alegre,Rua do Campo Alegre,Rua do Campo Alegre,Rua de Diogo Botelho,Rua do Campo Alegre,Rua do Campo Alegre,Rua de Diogo Botelho,Rua de Diogo Botelho,Rua de Diogo Botelho,Rua do Campo Alegre,Rua do Campo Alegre,Rua do Bom Sucesso,Rua de Diogo Botelho,Rua do Campo Alegre,Rua do Bom Sucesso,Rua de Diogo Botelho,Rua do Campo Alegre,Rua do Campo Alegre,Rua do Campo Alegre,Rua de Diogo Botelho,Rua do Campo Alegre,Rua do Campo Alegre,Rua do Campo Alegre,Rua do Campo Alegre,Rua do Campo Alegre,Rua de Diogo Botelho,Rua do Campo Alegre,Rua do Campo Alegre,Rua do Campo Alegre,Rua do Campo Alegre,Rua Afonso de Paiva,Rua de Goncalo Sampaio,Rua do Campo Alegre,Rua da Rainha Dona Estefania,Rua do Campo Alegre,Rua do Campo Alegre,Rua de Diogo Botelho,Rua de Diogo Botelho,Rua de Goncalo Sampaio,Rua do Campo Alegre,Rua de Goncalo Sampaio,Rua Afonso de Paiva,Rua Nicolau Coelho,Rua Costa Junior,Rua Nicolau Coelho",20000148,419090
,,,LineString,"-8.61411,41.1411,-8.61445,41.1411,-8.61446,41.142,-8.61393,41.1432,-8.6124,41.1443,-8.61139,41.1449,-8.6113,41.1449,-8.61133,41.1449,-8.61128,41.1449,-8.61074,41.1456,-8.61034,41.1461,-8.6102,41.1461,-8.61,41.1464,-8.60982,41.1466,-8.60939,41.1467,-8.6091",16.19123309,4419.704664,990,10/1/2013 10:05,201.1138851,0.401856524,10/1/2013 9:49,"Rua de Julio Dinis,Rua de Julio Dinis,Rua do Doutor Magalhaes Lemos,Rua de Julio Dinis,Praca de Dom Joao I,Rua de Passos Manuel,Praca de Dom Joao I,Rua de Sa da Bandeira,Rua da Boa Nova,Praca de Dona Filipa de Lencastre,Rua de Elisio de Melo,Praca de Mouzinho de Albuquerque,Rua de Julio Dinis,Rua do Doutor Magalhaes Lemos,Praca de Mouzinho de Albuquerque,Rua de Dom Manuel II,Avenida da Boavista,Rua de Dom Manuel II,Largo de Ferreira Lapa,Rua de Julio Dinis,Rua de Julio Dinis,Rua de Julio Dinis,Rua de Julio Dinis,Rua de Julio Dinis,Largo de Ferreira Lapa,Praca de Mouzinho de Albuquerque,Largo de Ferreira Lapa,Rua de Julio Dinis,Rua de Julio Dinis,Rua de Julio Dinis,Praca de Mouzinho de Albuquerque,Praca de Mouzinho de Albuquerque,Praca de Mouzinho de Albuquerque,Avenida da Boavista,Praca de Mouzinho de Albuquerque,Praca de Mouzinho de Albuquerque,Praca de Mouzinho de Albuquerque,Praca de Mouzinho de Albuquerque,Praca de Mouzinho de Albuquerque,Praca de Mouzinho de Albuquerque,Praca de Mouzinho de Albuquerque,Rua de Agramonte,Rua de Agramonte,Rua da Meditacao,Rua da Meditacao,Rua de Agramonte,Rua de Agramonte,Rua de Passos Manuel,Rua de Sa da Bandeira,Rua de Sa da Bandeira,Rua de Sa da Bandeira,Rua de Sa da Bandeira,Rua de Mouzinho da Silveira,Rua de Sa da Bandeira,Rua de Mouzinho da Silveira,Rua de Mouzinho da Silveira,Rua do Infante Dom Henrique,Rua do Infante Dom Henrique,Rua de Sa da Bandeira,Rua Trindade Coelho,Rua Trindade Coelho,Rua de Mouzinho da Silveira,Rua de Sa da Bandeira,Praca de Almeida Garrett,Rua de Mouzinho da Silveira,Rua de Sa da Bandeira,Rua de Sa da Bandeira",20000260,419091
,,,LineString,"-8.6132,41.167,-8.61321,41.1668,-8.61209,41.1662,-8.61159,41.1653,-8.61149,41.1651,-8.61119,41.1648,-8.61029,41.1646,-8.60862,41.1645,-8.60857,41.1645,-8.60906,41.163,-8.60919,41.1628,-8.60917,41.1628,-8.6092,41.1627,-8.60957,41.1618,-8.60979,41.1614,-8.6",18.91404132,1509.821534,300,10/1/2013 10:04,45.38928913,0.401818511,10/1/2013 9:59,"Rua de Sao Dinis,Rua de Luis de Aguiar,Rua do Capitao Pombeiro,Rua de Camoes,Rua do Capitao Pombeiro,Rua de Camoes,Rua do Capitao Pombeiro,Rua de Camoes,Rua do Capitao Pombeiro,Rua de Antonio Candido,Rua de Sao Bras,Rua de Sao Bras,Rua do Cantor Zeca Afonso,Rua de Antonio Candido,Rua Joaquim Kopke,Rua do Cantor Zeca Afonso,Rua de Antero de Quental,Rua do Cantor Zeca Afonso,Rua de Camoes,Rua de Camoes,Rua de Camoes",20000400,419092
,,,LineString,"-8.59049,41.1737,-8.59098,41.1739,-8.59242,41.1747,-8.59191,41.1755,-8.59155,41.1765,-8.592,41.1771,-8.59428,41.1771,-8.59677,41.1773,-8.59855,41.1778,-8.59868,41.1779,-8.59919,41.1781,-8.5991,41.1784,-8.60101,41.1791,-8.60303,41.1797,-8.60308,41.1799,-8.",17.73685894,1622.399844,315,10/1/2013 9:51,50.29938998,0,10/1/2013 9:46,"Rua Dom Frei Vicente da Soledade e Castro,Rua da Fonte do Outeiro,Rua Dom Frei Vicente da Soledade e Castro,Rua Doutor Julio de Matos,Rua Doutor Julio de Matos,Rua da Fonte do Outeiro,Rua da Fonte do Outeiro,Rua Dom Frei Vicente da Soledade e Castro,Rua Henrique de Sousa Reis,Rua Dom Frei Vicente da Soledade e Castro,Rua Doutor Placido da Costa,Hospital de Sao Joao,Hospital de Sao Joao,Rua Doutor Roberto Frias,Rua Doutor Roberto Frias,Hospital de Sao Joao,Hospital de Sao Joao,Rua Doutor Placido da Costa,Rua Doutor Placido da Costa,Hospital de Sao Joao,Rua Doutor Placido da Costa,Hospital de Sao Joao",20000649,419093
,,,LineString,"-8.61551,41.1406,-8.61547,41.1407,-8.61529,41.1408,-8.61537,41.1408,-8.61612,41.1405,-8.61684,41.1407,-8.61709,41.1408,-8.61771,41.1411,-8.61835,41.1414,-8.61951,41.142,-8.62077,41.143,-8.62208,41.1438,-8.62385,41.1444,-8.62559,41.1448,-8.62751,41.1447,-8",21.49056021,8936.168247,1485,10/1/2013 10:20,59.46810592,0,10/1/2013 9:56,"Rua Nova da Alfandega,Rua de Monchique,Viaduto do Cais das Pedras,Rua Nova da Alfandega,Rua do Ouro,Rua de Monchique,Rua do Ouro,Rua Nova da Alfandega,Rua Nova da Alfandega,Rua da Pasteleira,Rua do Ouro,Rua do Ouro,Rua do Ouro,Rua do Ouro,Rua Nova da Alfandega,Rua da Pasteleira,Rua de Aleixo da Mota,Rua Palmeiras,Rua do Infante Dom Henrique,Rua do Infante Dom Henrique,Rua do Infante Dom Henrique,Rua do Infante Dom Henrique,Rua Interior da Cofanor,Rua de Diogo Botelho,Rua de Aleixo da Mota,Rua do Infante Dom Henrique,Rua de Aleixo da Mota,Rua Doutor Nuno Pinheiro Torres,Rua Doutor Nuno Pinheiro Torres,Largo Antonio Calem,Rua Dom Pedro de Meneses,Rua Doutor Nuno Pinheiro Torres,Rua Doutor Nuno Pinheiro Torres,Rua Doutor Nuno Pinheiro Torres,Rua Doutor Nuno Pinheiro Torres,Rua Doutor Nuno Pinheiro Torres,Rua Doutor Nuno Pinheiro Torres,Rua da Pasteleira,Rua Doutor Nuno Pinheiro Torres,Rua Doutor Nuno Pinheiro Torres,Rua Doutor Nuno Pinheiro Torres,Rua Doutor Nuno Pinheiro Torres,Rua Doutor Nuno Pinheiro Torres,Rua Doutor Nuno Pinheiro Torres,Rua da Pasteleira,Rua Doutor Nuno Pinheiro Torres,Rua Doutor Nuno Pinheiro Torres,Rua Dom Pedro de Meneses,Rua Doutor Nuno Pinheiro Torres,Rua Doutor Nuno Pinheiro Torres,Rua Doutor Nuno Pinheiro Torres,Rua da Pasteleira,Rua da Pasteleira,Rua da Senhora da Ajuda,Rua Dom Joao de Mascarenhas,Rua da Pasteleira,Rua Doutor Nuno Pinheiro Torres,Rua da Pasteleira,Rua da Senhora da Ajuda,Rua Dom Pedro de Meneses,Rua Dom Joao de Mascarenhas,Rua de Diogo Botelho,Rua da Senhora da Ajuda,Rua Dom Pedro de Meneses,Rua Dom Pedro de Meneses,Rua do Ouro,Rua do Ouro,Viaduto do Cais das Pedras,Rua do Ouro,Rua do Ouro,Alameda Basilio Teles,Rua do Ouro,Alameda Basilio Teles,Rua do Ouro,Rua do Ouro,Rua do Ouro,Rua do Ouro,Rua Nova da Alfandega,Rua de Monchique,Viaduto do Cais das Pedras,Rua Nova da Alfandega,Rua Nova da Alfandega,Rua Nova da Alfandega,Rua Nova da Alfandega,Rua Nova da Alfandega,Rua Nova da Alfandega,Rua do Infante Dom Henrique,Rua do Infante Dom Henrique,Rua Nova da Alfandega,Rua Nova da Alfandega,Alameda Basilio Teles,Viaduto do Cais das Pedras,Rua Nova da Alfandega,Rua Nova da Alfandega,Rua do Ouro,Rua do Ouro,Rua do Ouro,Viaduto do Cais das Pedras,Alameda Basilio Teles,Viaduto do Cais das Pedras",20000602,419094
,,,LineString,"-8.61992,41.1481,-8.62005,41.1479,-8.62051,41.1482,-8.62069,41.1489,-8.62112,41.1507,-8.6213,41.1515,-8.62119,41.152,-8.62103,41.1529,-8.6211,41.1536,-8.62106,41.1541,-8.62102,41.1543,-8.62067,41.1556,-8.61956,41.1554,-8.61887,41.1553,-8.61735,41.1551,-8.",24.40646119,4600.661051,675,10/1/2013 10:20,95.99567766,2.928261931,10/1/2013 10:08,"Rua de Alvares Cabral,Rua de Alvares Cabral,Rua de Alvares Cabral,Rua Sacadura Cabral,Rua Sacadura Cabral,Rua Doutor Tiago de Almeida,Rua de Anibal Cunha,Rua de Clemente Meneres,Rua do Rosario,Rua de Anibal Cunha,Rua do Rosario,Rua do Rosario,Rua de Anibal Cunha,Rua de Anibal Cunha,Rua do Rosario,EM615,Praca da Republica,Rua da Regeneracao,Rua de Alvares Cabral,Rua de Alvares Cabral,Praca da Republica,Rua do Paraiso,Travessa Alvaro de Casteloes,Rua do Paraiso,Rua de Faria Guimaraes,Rua de Faria Guimaraes,Rua de Faria Guimaraes,Rua de Faria Guimaraes,Rua de Bolama,Rua de Bolama,Rua de Faria Guimaraes,Rua de Faria Guimaraes,Rua de Faria Guimaraes,Rua de Faria Guimaraes,Rua de Luis Woodhouse,Rua Oscar da Silva,Rua Pereira Reis,Rua Oscar da Silva,Travessa Alvaro de Casteloes,Rua Pereira Reis,Rua Pereira Reis,Rua Doutor Joaquim Pires de Lima,Rua de Luis Woodhouse,Rua de Costa Cabral,Rua de Costa Cabral,Rua de Costa Cabral",20000068,419095
,,,LineString,"-8.64682,41.1579,-8.66224,41.1976,-8.65521,41.2019,-8.64961,41.2019,-8.6509,41.2043,-8.65215,41.2109,-8.65446,41.2152,-8.65998,41.221,-8.66325,41.2245,-8.66637,41.2275,-8.66783,41.2314,-8.66687,41.2341,-8.66786,41.2368,-8.66895,41.2388,-8.6705,41.239",170.2236766,10503.07059,210,10/1/2013 8:54,1103.810837,31.55934923,10/1/2013 8:51,"VRI,Via de Cintura Interna,VRI,Rua Candido dos Reis,E82,E82,VRI,VRI,VRI,Rua do Barreiro,Rua do Pinhal,Rua do Barreiro,Avenida do Aeroporto,Avenida do Aeroporto,Avenida do Aeroporto",20000089,419096
,,,LineString,"-8.63383,41.1718,-8.63407,41.1718,-8.63507,41.1717,-8.63695,41.1711,-8.63732,41.1699,-8.63676,41.1693,-8.6368,41.1693,-8.63661,41.1692,-8.63582,41.1687,-8.63486,41.1678,-8.63457,41.1672,-8.63355,41.167,-8.63279,41.1669,-8.6314,41.1669,-8.62884,41.1669,-8.",19.62449787,4307.545002,780,10/1/2013 9:34,63.94022793,0,10/1/2013 9:21,"Rua de Francos,Rua de Francos,Rua de Francos,Rua Central de Francos,Rua Maria Lamas,Rua Central de Francos,Rua Central de Francos,Circular Regional Interna do Porto,Rua Maria Lamas,Rua Maria Lamas,Rua Central de Francos,Rua Central de Francos,Rua Central de Francos,Rua de Damiao de Gois,Rua da Prelada,Rua de Francos,Rua de Francos,Rua de Sao Dinis,Rua de Egas Moniz,Rua da Prelada,Rua da Prelada,Rua da Prelada,Rua de Sao Dinis,Rua de Sao Dinis,Praca do Exercito Libertador,Rua da Prelada,Rua da Prelada,Rua de Sao Dinis,Praca do Exercito Libertador,Praca do Exercito Libertador,Rua de Sao Dinis,Rua de Ribeiro de Sousa,Rua de Sao Dinis,Rua de Sao Dinis,Rua de Sao Dinis,Travessa Ribeiro de Sousa,Rua de Sao Dinis,Rua da Constituicao,Rua de Ribeiro de Sousa,Rua de Egas Moniz,Rua de Ribeiro de Sousa,Rua de Ribeiro de Sousa,Rua da Constituicao,Rua de Egas Moniz,Rua da Constituicao,Rua da Constituicao,Rua do Limpopo,Rua da Constituicao,Rua da Constituicao,Rua de Cervantes,Rua de Damiao de Gois,Rua de Damiao de Gois,Rua de Cervantes",20000476,419097
,,,LineString,"-8.61215,41.1728,-8.6125,41.1728,-8.61263,41.1727,-8.61262,41.1727,-8.61271,41.1728,-8.6128,41.1723,-8.61304,41.1712,-8.6129,41.1695,-8.61223,41.1678,-8.61187,41.1672,-8.61179,41.1671,-8.6115,41.1664,-8.61133,41.1652,-8.61117,41.1649,-8.61098,41.1643,-8.6",13.1724254,2193.319793,585,10/1/2013 9:48,47.32201932,0,10/1/2013 9:38,"Rua de Vale Formoso,Rua de Antonio Candido,Rua de Vale Formoso,Rua de Vale Formoso,Praca de 9 de Abril,Praca de 9 de Abril,Praca de 9 de Abril,Rua Delfim Maia,Praca de 9 de Abril,Rua Delfim Maia,Rua Delfim Maia,Rua de Vale Formoso,Rua de Antero de Quental,Rua de Vale Formoso,Rua de Vale Formoso,Rua do Capitao Pombeiro,Rua de Antero de Quental,Rua de Alvares Cabral,Rua de Antero de Quental,Rua de Antero de Quental,Rua de Antero de Quental,Rua de Antero de Quental,Rua de Antero de Quental,Rua de Antero de Quental,Praca da Republica,Rua de Antero de Quental,Praca da Republica,Rua de Antero de Quental,Rua de Antero de Quental,Rua de Antero de Quental,Rua da Lapa,Rua da Lapa,Largo da Lapa,Rua de Antero de Quental,Rua de Antero de Quental,Rua de Antero de Quental,Rua de Antero de Quental,Praca da Republica,Praca da Republica,Praca da Republica",20000268,419098
,,,LineString,"-8.64931,41.1539,-8.65009,41.154,-8.65121,41.1528,-8.65373,41.1522,-8.65445,41.1523,-8.65518,41.1521,-8.65646,41.1511,-8.65608,41.1503,-8.6544,41.1492,-8.65511,41.1482,-8.65786,41.1468,-8.66074,41.1473,-8.66162,41.1476,-8.66353,41.1479,-8.66566,41.1479,-8",37.04122589,2986.419193,285,10/1/2013 9:56,66.70736014,14.71186327,10/1/2013 9:51,"Esplanada do Castelo,Esplanada do Castelo,Rua do Passeio Alegre,Rua do Passeio Alegre,Rua de Diogo Botelho,Rua de Diogo Botelho,Rua de Diogo Botelho,Rua do Passeio Alegre,Rua de Diogo Botelho,Rua Dom Pedro de Meneses,Rua do Passeio Alegre,Rua de Diogo Botelho,Rua de Diogo Botelho,Rua do Passeio Alegre,Rua de Sobreiras,Rua Dom Pedro de Meneses,Rua Dom Pedro de Meneses,Rua de Sobreiras,Rua do Passeio Alegre,Rua de Sobreiras",20000524,419099
,,,LineString,"-8.63768,41.1741,-8.63816,41.1736,-8.63785,41.173,-8.63659,41.1719,-8.6367,41.1712,-8.63784,41.1707,-8.63697,41.1694,-8.63618,41.1689,-8.63483,41.1679,-8.63431,41.1671,-8.63335,41.1671,-8.6325,41.1659,-8.63183,41.1648,-8.63183,41.1647,-8.63186,41.1647,-8.",22.13452007,2366.156525,375,10/1/2013 10:12,59.08801419,0,10/1/2013 10:06,"Rua Maria Lamas,Rua Sarah Afonso,Rua Professor Rocha Pereira,Rua Professor Rocha Pereira,Rua Mestre Albino Moreira,Rua Central de Francos,Rua Central de Francos,Rua Maria Lamas,Rua Central de Francos,Rua Central de Francos,Rua de Francos,Rua de Domingos Machado,Rua de Pedro Hispano,Rua de Domingos Machado,Rua de Pedro Hispano,Rua de Domingos Machado,Rua de Domingos Machado,Rua de Domingos Machado,Rua de 5 de Outubro,Praca de Mouzinho de Albuquerque,Rua de Pedro Hispano,Rua de 5 de Outubro,Rua de 5 de Outubro,Praca de Mouzinho de Albuquerque,Praca de Mouzinho de Albuquerque,Praca de Mouzinho de Albuquerque",20000342,419100
,,,LineString,"-8.61493,41.1428,-8.61495,41.1428,-8.61497,41.1428,-8.61495,41.1427,-8.61495,41.1428,-8.61495,41.1429,-8.615,41.1428,-8.61569,41.1428,-8.61723,41.1428,-8.61735,41.1435,-8.61681,41.1441,-8.61681,41.1446,-8.61677,41.1448,-8.61606,41.1452,-8.61533,41.1462,-8",7.026032138,1548.935247,780,10/1/2013 10:30,30.94946589,0,10/1/2013 10:17,"Rua de Dom Manuel II,Largo Sao Domingos,Rua Doutor Tiago de Almeida,Rua de Ferreira Borges,Rua de Ferreira Borges,Rua da Vitoria,Rua do Doutor Ferreira da Silva,Rua de Mouzinho da Silveira,Rua Doutor Tiago de Almeida,Rua Campo dos Martires da Patria,Rua de Belomonte,Rua Campo dos Martires da Patria,Largo Sao Domingos,Largo Sao Domingos,Rua das Taipas,Rua Campo dos Martires da Patria,Rua Campo dos Martires da Patria,Rua das Taipas,Praca de Gomes Teixeira,Rua Doutor Tiago de Almeida,Praca de Gomes Teixeira,Rua Professor Vicente Jose de Carvalho,Rua das Carmelitas,Rua Professor de Abel Salazar,Praca de Gomes Teixeira,Praca de Carlos Alberto,Rua Professor de Abel Salazar,Rua Professor de Abel Salazar,Rua Professor de Abel Salazar,Rua Professor de Abel Salazar,Rua Professor de Abel Salazar,Rua do Carmo,Rua do Carmo,Rua Professor Vicente Jose de Carvalho,Rua de Clemente Meneres,Rua Professor Vicente Jose de Carvalho,Travessa do Carregal,Rua Doutor Tiago de Almeida,Rua de Clemente Meneres,Rua de Clemente Meneres,Rua de Clemente Meneres,Rua de Clemente Meneres,Travessa do Carregal,Rua de Clemente Meneres,Rua de Clemente Meneres,Rua de Clemente Meneres,Rua de Clemente Meneres,Rua de Clemente Meneres,Rua Doutor Tiago de Almeida,Rua Doutor Alberto Aires de Gouveia,Rua Doutor Alberto Aires de Gouveia,Rua Doutor Alberto Aires de Gouveia,Rua Doutor Alberto Aires de Gouveia",20000195,419101
